MisconceptionId,MisconceptionName,a000-llama3-mega-misconception-aug-seed201_misunderstanding
2080,Confuses the y-intercept with the turning point of a curve,"Explanation: This misconception arises when students misunderstand the relationship between the y-intercept and the turning point (also known as the vertex) of a quadratic curve. They often incorrectly assume that the y-intercept is the lowest or highest point on the curve, which is actually the turning point. This confusion can lead to incorrect interpretations and calculations when analyzing and graphing quadratic functions.

This misconception may occur in the following cases:

- When graphing a quadratic equation, a student marks the y-intercept as the turning point, or vice versa.
- When finding the minimum or maximum value of a quadratic function, a student mistakenly uses the y-intercept instead of the turning point.
- When interpreting the graph of a quadratic function, a student incorrectly identifies the y-intercept as the point where the curve changes direction, rather than the turning point.
- When solving quadratic equations, a student may incorrectly apply the y-intercept to find the roots or solutions of the equation, instead of using the correct mathematical methods."
2081,Thinks there are 7 hours in 1 day,"Explanation: This misconception arises when students have difficulty understanding the concept of time and its units. They may be familiar with the idea of a 7-day week, but they incorrectly apply this knowledge to the number of hours in a day. As a result, they mistakenly believe that there are 7 hours in a day, rather than 24 hours. This misconception may be due to a lack of understanding of the relationship between days, hours, minutes, and seconds.

This misconception may occur in the following cases:

- When students are asked to calculate the number of hours in a given time period, such as the number of hours in a school day.
- When students are required to create schedules or timetables, and they allocate only 7 hours for the entire day.
- When students are solving word problems that involve time, such as calculating the time it takes to complete a task or travel a certain distance.
- When students are asked to convert between different units of time, such as converting days to hours or hours to minutes."
2082,"When multiplying a surd by an integer, multiplies the integer with the number under the surd","Explanation: This misconception arises when students misunderstand the properties of surds. A surd is a root of a number that cannot be simplified into a whole number, often represented by the radical sign (√). When multiplying a surd by an integer, students may incorrectly assume that they should multiply the integer with the number under the surd (the radicand). For example, they might think that 3 * √4 = √(3*4) = √12, or that 2 * √5 = √(2*5) = √10.

This misconception will occur in cases such as:

- Multiplying a surd by a coefficient in an algebraic expression: 2 * √x
- Scaling a surd in a geometric problem: finding the length of a side of a scaled-up triangle with surd lengths
- Simplifying expressions in trigonometry: 2 * √3 in the context of a trigonometric identity
- Evaluating numerical expressions: 4 * √2 in a numerical calculation."
2083,Thinks y =1 is the y axis,"Explanation: This misconception arises when students mistakenly believe that the line y = 1 represents the y-axis on a coordinate plane. They may think that the y-axis is a line that has a constant value of y, such as y = 1, rather than understanding that the y-axis is actually the vertical line where x = 0 and y can take on any value.

This misconception can occur in various situations, such as:

- When graphing linear equations, students may incorrectly plot the line y = 1 as the y-axis, leading to incorrect graphs.
- When solving systems of equations, students may mistakenly think that the solution to the system is the point where the line y = 1 intersects with another line, rather than finding the actual point of intersection.
- When working with functions, students may incorrectly identify the y-intercept of a function as the point where the line y = 1 intersects with the function, rather than finding the actual y-intercept where the function crosses the y-axis (x = 0).
- When interpreting graphs, students may mistakenly think that a line that intersects the line y = 1 is actually intersecting the y-axis, leading to incorrect conclusions about the data or relationships being represented."
2084,"When multiplying numbers with different bases, multiplies the powers and multiplies the base numbers.","Explanation: This misconception arises when students are introduced to the rule of multiplying numbers with the same base, where they are told to add the powers. However, when dealing with numbers with different bases, some students incorrectly extend this rule by multiplying the powers and multiplying the base numbers. This misconception shows a lack of understanding of the fundamental properties of exponents and the rules of multiplying numbers with different bases.

For example, when given a problem like:

* 2^3 × 3^4, students with this misconception might answer (2 × 3)^(3 × 4) = 6^12, instead of recognizing that the bases are different and require a different approach.
* 4^2 × 5^3, students with this misconception might answer (4 × 5)^(2 × 3) = 20^6, again incorrectly applying the rule for same bases to different bases.
* 2^5 × 6^2, students with this misconception might answer (2 × 6)^(5 × 2) = 12^10, demonstrating a misunderstanding of how to handle different bases when multiplying numbers with exponents."
2085,Adds instead of multiplies when multiplying algebraic terms,"Explanation: This misconception occurs when students treat the multiplication of algebraic terms as an addition operation, rather than recognizing that the terms need to be multiplied. For example, when multiplying 2x and 3x, students with this misconception may add the coefficients (2 + 3) and keep the variable (x), resulting in 5x instead of the correct product of 6x^2.

This misconception can occur in the following cases:

- Multiplying two or more variables with coefficients, such as 2x * 3x or 4y * 2y.
- Multiplying a variable by an expression containing the same variable, such as 2x * (3x + 2) or x * (2x - 1).
- Expanding expressions with multiple terms, such as (2x + 1) * (3x + 2) or (x + 2) * (x - 1)."
2086,"When calculating volume expressed in cubes, counts only the squares on one face","Explanation: This misconception arises when students are asked to calculate the volume of a 3D shape, such as a cube or a rectangular prism, expressed in cubic units. They tend to focus only on the number of squares on one face of the shape, rather than considering the number of layers or the depth of the shape. As a result, they may incorrectly calculate the volume by counting only the squares on one face, rather than multiplying the number of squares on the face by the number of layers or the depth.

This misconception may occur in the following cases:

- When calculating the volume of a cube, a student may count only the squares on one face (e.g., 4 squares on one face of a 2x2x2 cube) and report that as the volume, rather than multiplying the number of squares on the face by the number of layers (e.g., 4 squares x 2 layers = 8 cubic units).
- When calculating the volume of a rectangular prism, a student may count only the squares on the front face (e.g., 6 squares on the front face of a 3x2x2 prism) and report that as the volume, rather than multiplying the number of squares on the face by the number of layers (e.g., 6 squares x 2 layers = 12 cubic units).
- When comparing the volumes of different 3D shapes, a student may incorrectly conclude that two shapes have the same volume because they have the same number of squares on one face, even if they have different depths or numbers of layers."
2087,Multiplies before applying a power ,"Explanation: This misconception occurs when students incorrectly follow the order of operations (BIDMAS/BODMAS) and perform multiplication before applying an exponent or power to a number or expression. This can lead to incorrect calculations and solutions. The misconception may stem from a lack of understanding of the correct order of operations or a tendency to perform operations from left to right, rather than following the established order.

Short cases where this misconception may occur:

- Case 1: Evaluating expressions like 2 × 3^2, where the student multiplies 2 and 3 before squaring the result, rather than squaring 3 first.
- Case 2: Simplifying algebraic expressions like 2x × x^2, where the student multiplies 2x and x before squaring x, rather than squaring x first.
- Case 3: Solving problems involving exponents and multiplication in physics or engineering, such as calculating the area of a rectangle with a length of 3^2 cm and a width of 4 cm, where the student multiplies 3 and 4 before squaring 3.
- Case 4: Evaluating numerical expressions like 4 × 2^3, where the student multiplies 4 and 2 before cubing 2, rather than cubing 2 first."
2088,"When multiplying variables, thinks they add coefficients as well as powers","Explanation: This misconception arises when students misunderstand the rules of multiplying variables with coefficients and powers. They incorrectly assume that when multiplying two variables, they need to add both the coefficients (numbers in front of the variables) and the powers (exponents) of the variables. This can lead to incorrect results, especially when dealing with expressions involving multiple variables and constants.

For example, when multiplying 2x^2 and 3x^3, a student with this misconception may think the result is (2+3)x^(2+3) = 5x^5, instead of applying the correct rules of multiplication. This misconception can be seen in various cases, such as:

- Multiplying monomials: 4x^2 * 2x^3
- Multiplying binomials: (2x^2 + 1) * (3x^3 + 2)
- Simplifying algebraic expressions: (2x^2 * 3x^3) / (2x^2)

In each of these cases, the student may incorrectly add the coefficients and powers, leading to wrong answers."
2089,"When asked to find a scale factor, assumes direction of enlargement does not matter","Explanation: This misconception arises when students believe that the scale factor is the same regardless of whether an object is enlarged or reduced in size. They may think that the scale factor is simply the ratio of the sizes of the two objects, without considering the direction of the enlargement. This means that they might calculate the scale factor as the ratio of the new size to the original size, without considering whether the object is being made larger or smaller.

For example, if a shape is enlarged by a factor of 2, a student with this misconception might think that the scale factor is the same if the shape is reduced to half its size. They might say that the scale factor is 2 in both cases, without realizing that the direction of the enlargement (or reduction) affects the scale factor.

Short cases when the misconception will occur:

* When a student is asked to find the scale factor of an enlargement and they simply divide the new size by the original size, without considering whether the object is being enlarged or reduced.
* When a student is given a diagram of a shape that has been enlarged or reduced and they are asked to find the scale factor, but they ignore the direction of the enlargement.
* When a student is solving a problem that involves finding the scale factor of a series of enlargements or reductions, and they fail to consider the direction of each enlargement or reduction."
2090,Finds the area of the whole grid instead of the shaded shape,"Explanation: This misconception occurs when students are asked to find the area of a shaded shape within a grid, but instead of focusing on the shaded area, they calculate the area of the entire grid. This could be due to a lack of understanding of what is being asked or an inability to isolate the shaded shape from the rest of the grid.

Some short cases when this misconception will occur:

- A student is given a 5x5 grid with a shaded triangle inside and is asked to find the area of the triangle. Instead, they calculate the area of the entire 5x5 grid (25 square units).
- A student is provided with a grid containing a shaded rectangle and is asked to find the area of the rectangle. However, they find the area of the entire grid, including the unshaded regions.
- A student is asked to find the area of a shaded circle within a square grid, but they calculate the area of the square instead of focusing on the circle.
- A student is given a grid with multiple shaded shapes and is asked to find the total shaded area. Instead, they calculate the area of the entire grid, including the unshaded regions between the shapes."
2091,Thinks depth always goes front to back in a diagram of a 3D shape,"Explanation: This misconception arises when students assume that in any 3D shape diagram, the depth is always represented from the front to the back. They tend to think that the front of the shape is always the side closest to them, and the depth is measured from this front side towards the back. This misconception can be due to the way 3D shapes are often represented in 2D diagrams, which can create a false impression that depth always follows this front-to-back orientation.

This misconception will occur in cases such as:

- When students are asked to identify or measure the depth of a 3D shape, such as a cuboid or a prism, and they automatically assume the depth is from the front face to the back face, without considering the orientation of the shape.
- When students are given a 2D diagram of a 3D shape and are asked to describe its dimensions, and they incorrectly identify the depth due to their preconceived notion of front-to-back orientation.
- When students are building or drawing 3D shapes and consistently position the depth from front to back, even if it's not the correct orientation for the specific shape."
2092,Error finding percentage value after finding 1%,"Explanation: This misconception occurs when students correctly find 1% of a number but then incorrectly calculate the required percentage value. They may find 1% by dividing the number by 100, but then incorrectly multiply the result by the percentage value, forgetting that the percentage value is already a multiple of 1%. For example, if asked to find 25% of 200, they might correctly calculate 1% as 200 ÷ 100 = 2, but then incorrectly multiply 2 by 25, resulting in 50, without realizing that 25% is actually 25 times 1%, which should be 2 x 25 = 2 x (25 x 1%) = 50, this is correct but their method may fail in some other scenario.

Some short cases where this misconception may occur:
1. Finding 15% of 300, where a student calculates 1% as 3 but then incorrectly calculates 15% as 3 x 15 = 45, this case is not incorrect but can be in other scenario.
2. Calculating a 12% discount on a £80 item, where a student finds 1% as £0.80 but then incorrectly finds 12% as £0.80 x 12 = £9.60, which is correct in this scenario.
3. Determining 8% of 450, where a student calculates 1% as 4.5 but then incorrectly calculates 8% as 4.5 x 8 = 36."
2093,Thinks the fraction bar means subtract rather than divide,"Explanation: This misconception arises when students interpret the fraction bar (the line separating the numerator and denominator in a fraction) as a subtraction symbol, rather than understanding it as a division operation. For example, they might read the fraction 3/4 as ""3 minus 4"" instead of ""3 divided by 4"". This can be due to the visual similarity between the fraction bar and the subtraction symbol (-), or a lack of understanding of the concept of fractions as a way of representing division.

Short cases when the misconception will occur:

- When simplifying fractions: A student might simplify 5/2 as 5 - 2 = 3, instead of dividing 5 by 2.
- When comparing fractions: A student might compare 2/3 and 1/4 by subtracting the numerators and denominators separately, instead of comparing the values of the fractions as a whole.
- When adding or subtracting fractions: A student might add 1/4 and 1/6 by subtracting the denominators (4 - 6), instead of finding a common denominator and adding the numerators.
- When converting mixed numbers to improper fractions: A student might convert 2 3/4 to an improper fraction by subtracting 3 from 4, instead of multiplying the whole number part by the denominator and adding the numerator."
2094,Confuses all possible outcomes with options available,"Explanation: This misconception arises when students mistakenly believe that the number of possible outcomes in a probability scenario is equal to the number of options available. They fail to consider that some options may have multiple outcomes or that some outcomes may not be equally likely. For example, in a coin toss, students might think there are two options (heads or tails), but they might not consider that each option has only one possible outcome.

This misconception can occur in various situations, such as:

- Rolling a die: Students might think there are 6 options (numbers 1-6), but they might not consider that each number has a different probability of being rolled (e.g., rolling a 1 is just as likely as rolling a 6).
- Drawing a card from a deck: Students might think there are 52 options (one for each card), but they might not consider that some cards have a higher probability of being drawn (e.g., drawing a red card is more likely than drawing a specific card like the Ace of Spades).
- Flipping a coin twice: Students might think there are 2 options (heads or tails), but they might not consider that there are actually 4 possible outcomes (HH, HT, TH, TT)."
2095,"When reading graph, chooses nearest marked value on axis instead of reading accurately","Explanation: This misconception occurs when students are reading values from a graph, particularly when the value falls between two marked points on the axis. Instead of accurately estimating or calculating the value based on the scale, they tend to choose the nearest marked value, which can lead to inaccuracies. This might be due to a lack of understanding of how to read between the lines or interpolate values, or simply because it seems like an easier option.

Short cases when the misconception will occur:

- When a line graph shows a point halfway between the marked values of 10 and 20 on the y-axis, and the student records the value as either 10 or 20 instead of estimating it as 15.
- When a bar graph has a bar that ends between the marked values of 5 and 10 on the x-axis, and the student assumes the value is either 5 or 10 instead of accurately reading it as, for example, 7.5.
- When a scatter plot shows a point at a position that doesn't align exactly with the marked values on either axis, and the student rounds it to the nearest marked value instead of trying to estimate the actual value."
2096,When adding negatives believes that they can just add their absolute values and add a negative sign to the answer,"Explanation: This misconception arises when students are introduced to adding negative numbers, but they struggle to understand the concept of adding numbers with different signs. They might believe that adding two negative numbers is the same as adding their absolute values and then attaching a negative sign to the result. For example, when adding -3 and -5, students with this misconception would think that the answer is -8 because they added the absolute values of 3 and 5 (which is 8) and then added a negative sign to the result.

This misconception can occur in various cases, such as:

- When adding two negative integers, e.g., -2 + (-4)
- When adding a negative integer to a negative decimal, e.g., -2.5 + (-3.7)
- When solving word problems involving temperatures, e.g., ""If the temperature dropped by 5°C and then dropped by another 3°C, what is the total change in temperature?""
- When simplifying algebraic expressions involving negative numbers, e.g., -2x + (-3x)"
2097,Confuses prime factors and factors,"Explanation: This misconception arises when students are unable to differentiate between the prime factors of a number and its general factors. Factors are the numbers that can be multiplied together to get a specific number, whereas prime factors are the prime numbers that multiply together to give the original number. Students with this misconception may list all factors of a number when asked to find prime factors, or vice versa. They may also incorrectly identify composite numbers as prime numbers.

Cases where the misconception may occur:

- When finding the prime factorization of a number, students may include composite numbers in the factorization.
- When asked to list all the factors of a number, students may only list the prime factors.
- When identifying prime numbers, students may incorrectly include composite numbers that have more than two factors.
- When simplifying fractions, students may incorrectly cancel out non-prime factors.
- When solving problems involving least common multiples (LCM) and greatest common divisors (GCD), students may get incorrect answers due to the confusion between prime factors and general factors."
2098,Multiplies all terms together when simplifying an expression,"Explanation: This misconception arises when students misunderstand the concept of simplifying expressions in algebra. When faced with an expression containing multiple terms, they may incorrectly assume that all terms should be multiplied together to simplify it. This shows a lack of understanding of the rules of algebra, specifically the distinction between addition/subtraction and multiplication operations. Students with this misconception may overlook the need to apply the distributive property or combine like terms.

Short cases when the misconception will occur:

- Simplifying expressions like 2x + 3x, where students might multiply 2x and 3x instead of adding them.
- Expanding expressions like (2x + 3)(4x + 5), where students might multiply all terms together without applying the distributive property.
- Simplifying expressions like x + 2 + 3x, where students might multiply x, 2, and 3x instead of combining the x terms.
- Simplifying expressions like (x + 2)(x + 3), where students might multiply all terms together without applying the distributive property."
2099,Believes negative powers in standard form have the same impact as positive powers ,"Explanation: This misconception arises when students fail to grasp the fundamental concept of negative powers in the context of standard form (also known as scientific notation). They might think that a negative power has the same effect as a positive power, possibly due to a lack of understanding of the relationship between the power and the base number.

For instance, students with this misconception may believe that 10^-3 is equivalent to 10^3 or that it represents a larger quantity, when in fact, it represents a much smaller quantity.

Short cases where the misconception will occur:

- Simplifying expressions with negative powers, such as 10^-2, and mistakenly thinking it is equal to 10^2.
- Converting between standard form and ordinary numbers, for example, thinking that 10^-4 is equal to 10,000 instead of 0.0001.
- Comparing numbers in standard form with negative powers, such as comparing 5 x 10^-3 with 5 x 10^3, and incorrectly assuming they are equal or that 5 x 10^-3 is larger.
- Solving mathematical problems involving negative powers, like calculating the value of 2 x 10^-2, and mistakenly arriving at an answer that is equivalent to 2 x 10^2."
2100,Divides rather than multiplies when answering worded problems,"Explanation: This misconception occurs when students incorrectly interpret word problems that involve scaling or proportional relationships. They mistakenly divide instead of multiply, or vice versa, often due to a lack of understanding of the problem's context or the mathematical operation required to solve it. This misconception can be caused by misreading the problem, misunderstanding the relationship between the quantities involved, or relying on memorization rather than comprehension.

Short cases when the misconception will occur:

- Tom has 3 groups of 4 pencils. How many pencils does Tom have in total? (Student may divide 4 by 3 instead of multiplying 4 by 3)
- A bookshelf has 5 shelves, and each shelf can hold 8 books. How many books can the bookshelf hold in total? (Student may divide 8 by 5 instead of multiplying 8 by 5)
- A recipe requires 2 cups of flour to make 8 cookies. How many cups of flour are needed to make 16 cookies? (Student may divide 2 by 2 instead of multiplying 2 by 2)"
2101,Believes we move down a number line when we add,"Explanation: This misconception arises when students have a reversed understanding of the concept of addition on a number line. They mistakenly believe that adding a number means moving to the left or downwards on the number line, rather than moving to the right or upwards. This misconception may stem from a lack of understanding of the concept of addition as an increase or accumulation, or from a misunderstanding of the visual representation of a number line.

Short cases when the misconception will occur:

* A student is asked to add 3 to 5 on a number line and moves 3 units to the left of 5, resulting in an incorrect answer of 2.
* When solving a simple addition problem like 2 + 4, the student counts down 4 units from 2 instead of counting up, giving an incorrect answer of -2.
* Given a word problem like ""Tom has 8 pencils and his friend gives him 2 more"", the student moves 2 units down from 8 on the number line, resulting in an incorrect answer of 6 pencils."
2102,Believes adjacent sides of a rhombus are always perpendicular,"Explanation: This misconception arises when students mistakenly apply the properties of a square to a rhombus. A rhombus is a quadrilateral with all sides of equal length, but it does not necessarily have right angles (90-degree angles) between its adjacent sides. However, students may incorrectly assume that because a square (a special type of rhombus with right angles) has perpendicular adjacent sides, all rhombi must also have perpendicular adjacent sides.

This misconception can lead students to incorrectly conclude that the internal angles of a rhombus are always 90 degrees and that its diagonals are always equal in length, which is not necessarily the case.

Cases where this misconception may occur:

- When asked to draw a rhombus, students may consistently draw a square, believing that a rhombus must have perpendicular sides.
- When solving problems involving the internal angles of a rhombus, students may assume that all internal angles are 90 degrees, leading to incorrect calculations.
- When identifying shapes in real-world objects, students may incorrectly classify a rhombus as a square due to their misconception about its side relationships.
- When asked to find the perimeter of a rhombus, students may assume that the diagonals are equal and perpendicular, which can lead to incorrect calculations.
- When working with geometric transformations, such as rotations and reflections, students may assume that a rhombus will always map to a square or another rhombus with perpendicular sides."
2103,Believes h in the formula for area of a trapezium stands for half the sum of the parallel sides,"Explanation: This misconception arises when students misinterpret the formula for the area of a trapezium, which is A = (1/2)h(a + b) or A = h/2(a + b) or A = 0.5h(a + b), where 'a' and 'b' are the lengths of the parallel sides, and 'h' is the height or the distance between the parallel sides. The misconception occurs when students mistakenly think that 'h' represents half the sum of the parallel sides (i.e., h = (a + b)/2) instead of the height, which is the perpendicular distance between the parallel sides.

This misconception will occur in cases such as:

- When students are asked to find the area of a trapezium and they incorrectly use the sum of the parallel sides divided by 2 as the value of 'h'.
- When students are given the formula A = h/2(a + b) and incorrectly assume that the 'h' is already the sum of the parallel sides divided by 2.
- When students are given a trapezium with parallel sides of different lengths and are asked to calculate its area, and they use the incorrect interpretation of 'h' as half the sum of the parallel sides."
2104,Thinks that only the angles need to be the same for a polygon to be regular,"Explanation: This misconception arises when students mistakenly believe that as long as the angles of a polygon are equal, it is a regular polygon. They overlook the fact that a regular polygon also requires all its sides to be of equal length. As a result, they may incorrectly identify polygons with equal angles but unequal sides as regular polygons.

This misconception can occur in the following cases:

- When comparing two polygons with the same number of sides and equal angles, but different side lengths. For example, comparing a square (regular quadrilateral) with a rectangle (non-regular quadrilateral) that has the same angles (90 degrees) but different side lengths.
- When attempting to draw or construct a regular polygon, focusing only on making the angles equal without considering the side lengths.
- When identifying and classifying different types of polygons, such as mistakenly labeling an isosceles triangle (with two equal sides and angles) as an equilateral triangle (a regular triangle with all sides and angles equal)."
2105,Has used slant height and base to find area rather than perpendicular height and base,"Explanation: This misconception arises when students are calculating the area of triangles or other shapes and mistakenly use the slant height instead of the perpendicular height. The slant height is the distance from the base to the opposite vertex of the triangle, whereas the perpendicular height is the distance from the base to the opposite vertex measured at a right angle to the base. Students with this misconception may not understand the importance of using the perpendicular height when calculating area, leading to incorrect calculations.

This misconception may occur in the following cases:

- When finding the area of a triangle, where students may use the length of the slant side instead of dropping a perpendicular from the vertex to the base.
- When calculating the area of a parallelogram or trapezoid, where students may use the length of the slant side instead of finding the perpendicular height.
- When solving real-world problems, such as finding the area of a roof or the area of a piece of land, where using the slant height instead of the perpendicular height can lead to incorrect calculations.
- When working with 3D shapes, such as pyramids or cones, where students may need to find the surface area and mistakenly use the slant height instead of the perpendicular height."
2106,"When asked to find an angle given in three letter convention, thinks the angle you want to find will be located at the vertex labelled with the last letter","Explanation: This misconception arises when students misunderstand the notation used to represent angles in geometry. In the three-letter convention, an angle is typically represented by three letters, with the middle letter denoting the vertex of the angle. However, students with this misconception mistakenly believe that the angle is located at the vertex labelled with the last letter, rather than the middle letter.

For example, if the angle is given as ""ABC"", students with this misconception would think that the angle is located at point C, rather than at point B. This misunderstanding can lead to incorrect identification of angles in various geometric shapes and configurations.

Short cases where this misconception may occur:

* When asked to identify the angle ""PQR"" in a triangle, a student may incorrectly point to the vertex labelled R, instead of Q.
* In a diagram with multiple angles labelled using the three-letter convention, a student may mistakenly identify the angle ""DEF"" as being located at point F, rather than at point E.
* When working with angles in a quadrilateral, a student may incorrectly identify the angle ""JKLM"" as being located at point M, rather than at point L."
2107,"Student thinks that negative decimals behave the same as positive decimals when positioning a decimal between two consecutive negative integers, placing the decimal with a greater absolute value to the right. ","Explanation: This misconception arises when students extend their understanding of positive decimals to negative decimals without considering the direction and magnitude of negative numbers. In the case of positive decimals, a decimal with a greater value is placed to the right of a decimal with a smaller value between two consecutive integers. However, when dealing with negative decimals, students with this misconception will apply the same logic, incorrectly assuming that a negative decimal with a greater absolute value (i.e., a more negative value) should be placed to the right of a negative decimal with a smaller absolute value between two consecutive negative integers.

Short cases when the misconception will occur:

- When comparing -3.5 and -3.2, the student might place -3.5 to the right of -3.2 between -3 and -4.
- When ordering -2.8, -2.5, and -2.9 from left to right between -2 and -3, the student might incorrectly place -2.9 to the right of -2.8 and -2.5.
- When determining the position of -1.9 and -1.7 between -1 and -2, the student might incorrectly place -1.9 to the right of -1.7."
2108,"Believes if a circle is divided into n equal sectors, the angles at the centre will each be n degrees","Explanation: This misconception arises when students misunderstand the relationship between the number of sectors a circle is divided into and the measure of the angles at the center of the circle. They mistakenly believe that if a circle is divided into n equal sectors, each sector's central angle will be n degrees. This error likely stems from a misunderstanding of the concept of angles and the properties of circles. Students may be confusing the number of sectors with the actual measure of the central angles.

Short cases when the misconception will occur:

* When asked to find the measure of each central angle in a circle divided into 5 equal sectors, a student might respond with 5 degrees.
* If a circle is divided into 10 equal sectors, a student with this misconception might claim that each central angle measures 10 degrees.
* When solving a problem involving a circle divided into 8 equal sectors, a student may incorrectly calculate the measure of each central angle as 8 degrees."
2109,Counts on in the wrong direction on a number line,"Explanation: This misconception occurs when students incorrectly move in the opposite direction on a number line, often due to a misunderstanding of the concept of counting on or counting back. When given a starting point on a number line and asked to count on by a certain number, some students may mistakenly move to the left (if counting on) or to the right (if counting back). This misconception reveals a lack of understanding of the relationship between numbers on a number line and the concept of counting.

Short cases when the misconception will occur:

- When asked to find the number that is 5 more than 10 on a number line, a student might start at 10 and count back 5 units instead of counting on, landing on 5 instead of 15.
- If a student is asked to count back 3 numbers from 8 on a number line, they may incorrectly move 3 units to the right, ending up at 11 instead of 5.
- Given a word problem, such as ""Tom has 15 pencils and gets 4 more,"" a student with this misconception may start at 15 on a number line and count back 4 units instead of counting on, resulting in an incorrect answer of 11 pencils instead of 19."
2110,Identifies a common multiple of two numbers when asked to consider a common multiple of three numbers,"Explanation: This misconception arises when students are asked to find the least common multiple (LCM) of three numbers, but instead, they only consider the common multiples of two of the numbers, ignoring the third number. This can happen when students are not fully understanding the concept of LCM and its application to multiple numbers. They might be able to find the LCM of two numbers, but struggle to extend this to three or more numbers.

Short cases when the misconception will occur:

* When asked to find the LCM of 4, 6, and 8, a student might find the LCM of 4 and 6 (which is 12) and assume that is the LCM of all three numbers, ignoring the fact that 8 is not a factor of 12.
* When given the numbers 3, 5, and 9, a student might find the LCM of 3 and 9 (which is 9), but fail to consider the factor of 5, which would result in a different LCM.
* When working with real-world problems, such as scheduling events that need to occur at regular intervals, students might only consider the intervals of two events, rather than all three, leading to incorrect conclusions."
2111,"Believes you do not include an ""other"" category when finding a total frequency","Explanation: This misconception arises when students are working with categorical data and are asked to calculate the total frequency. They may believe that the ""other"" category is not part of the data set and therefore, should not be included when adding up the frequencies of the different categories. This misunderstanding can lead to an incorrect total frequency, as the ""other"" category is indeed part of the data set and should be included in the calculation.

Short cases when the misconception will occur:

- A survey of favorite colors is conducted, and some students respond with colors not listed in the options. The student may think that these ""other"" colors are not part of the data set.
- A class votes on their favorite type of music, and some students choose genres that are not listed. The student may exclude these ""other"" genres when calculating the total frequency.
- A store collects data on the types of payment methods used by customers, and some customers use methods not listed, such as cryptocurrency. The student may not include these ""other"" payment methods when finding the total frequency."
2112,Does not understand how to find percentages of an amount,"Explanation: This misconception arises when students struggle to comprehend the concept of percentages as a proportion of a whole, leading to difficulties in calculating percentages of a given amount. They may misunderstand that finding a percentage of an amount involves multiplying the amount by the percentage value, which is actually a decimal. Students might mistakenly add or subtract the percentage value from the amount instead of applying the correct multiplication process.

This misconception can occur in the following cases:

- Case 1: A shirt is on sale for 15% off its original price of £80. A student might subtract 15 from 80 instead of calculating 15% of 80 and subtracting the result from 80.
- Case 2: A bakery is offering a 20% discount on a £50 cake. A student may think that the discount is £20, rather than calculating 20% of 50 and subtracting the result from 50.
- Case 3: A student is asked to find 25% of 120 and might add 25 to 120 instead of multiplying 120 by 0.25."
2113,Confuses the equations of vertical and horizontal lines,"Explanation: This misconception arises when students struggle to differentiate between the equations of vertical and horizontal lines. They may incorrectly recall or apply the formulas, often swapping the forms of the equations. A vertical line has an equation of the form x = a, where 'a' is a constant, representing a line that extends infinitely along the y-axis at a fixed x-coordinate. On the other hand, a horizontal line has an equation of the form y = b, where 'b' is a constant, representing a line that extends infinitely along the x-axis at a fixed y-coordinate.

This misconception can lead students to incorrectly identify or graph lines, which can cause problems in various mathematical contexts, such as graphing, solving systems of equations, and understanding linear relationships.

Short cases where this misconception may occur:

1. Graphing: When asked to graph a vertical line with equation x = 2, a student may incorrectly draw a horizontal line at y = 2.
2. Solving equations: When solving a system of equations, a student may confuse the equation of a vertical line (x = a) with that of a horizontal line (y = b), leading to incorrect solutions.
3. Linear relationships: When analyzing linear relationships, students may misinterpret the equation of a vertical or horizontal line, leading to incorrect conclusions about the relationship between variables."
2114,"When completing the square, believes a coefficient of x^2 does not affect the value of the constant inside the bracket","Explanation: This misconception arises when students are learning to complete the square in quadratic expressions. They may incorrectly assume that the coefficient of the x^2 term does not impact the constant term inside the bracket when completing the square. As a result, they may incorrectly apply the formula for completing the square, leading to errors in their calculations.

This misconception can occur in cases such as:

* When completing the square for a quadratic expression like 2x^2 + 6x + 3, students may incorrectly think that the constant term inside the bracket will be the same as it would be if the coefficient of x^2 were 1.
* When comparing two quadratic expressions, such as x^2 + 4x + 4 and 2x^2 + 8x + 4, students may not realize that the constant term inside the bracket will be different due to the coefficient of x^2.
* When solving quadratic equations by completing the square, students may overlook the effect of the coefficient of x^2 on the constant term, leading to incorrect solutions."
2115,Believes any of the angles can be used in the trigonometric formula for area of a triangle,"Explanation: This misconception arises when students are introduced to the formula for the area of a triangle using trigonometry, which is Area = (1/2)ab sin(C), where a and b are the lengths of two sides of the triangle, and C is the angle between them. Some students may incorrectly assume that any angle of the triangle can be used in the formula, rather than specifically the angle between the two sides being multiplied (sides a and b in the formula). They may think that as long as they have any angle, the formula will give the correct area.

This misconception can occur in cases such as:

- Finding the area of a triangle with angles 30°, 60°, and 90°. A student may mistakenly use the 90° angle in the formula, rather than the angle between the two sides they are multiplying.
- Solving a problem involving a right-angled triangle with angles 45°, 45°, and 90°. The student may incorrectly use one of the 45° angles in the formula without considering the sides being multiplied.
- Calculating the area of a triangle in a real-world problem, such as finding the area of a triangular garden bed with angles 60°, 60°, and 60°. The student may mistakenly use any of the angles without identifying the correct angle between the two sides."
